GPR Method,Donor,Acceptor,RMSE(train),RMSE(test),R2,dR2,R2_Proxy,R2CV_Proxy,RMSE_Proxy,Target Parameter,Used Proxies,Available Proxies,dR2s[1],dR2s[2],dR2s[3],dR2s[4],dR2s[5],dR2s[6],dR2s[7],dR2s_2[1],dR2s_2[2],dR2s_2[3],dR2s_2[4],dR2s_2[5],dR2s_2[6],dR2s_2[7],RMSE[1],RMSE[2],RMSE[3],RMSE[4],RMSE[5],RMSE[6],RMSE[7],MainPath,length_scales_start,length_scale_lims,ShuffleTimes,MainFolderName,HowManyBestPixelsPerSubstrate
PlanToSpectralParameters,D18CL,ITIC,0.00056,0.00049,0.987,0.99,0.989,0.988,0.00054,features_A.1.w_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.515,0.468,0.006,-1,-1,-1,-1,0.0249,0.001,0.002,-1,-1,-1,-1,0.00331,0.00068,0.00054,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00083,0.00085,0.978,0.976,0.979,0.973,0.00081,features_A.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.731,0.248,-1,-1,-1,-1,-1,0.0171,0.0031,-1,-1,-1,-1,-1,0.00282,0.00081,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00064,0.00061,0.985,0.986,0.986,0.985,0.00066,features_A.1a.w_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.473,0.513,0,-1,-1,-1,-1,0.0284,0.0004,0.0007,-1,-1,-1,-1,0.00369,0.00067,0.00066,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.0013,0.00118,0.921,0.884,0.931,0.922,0.00133,features_A.1a.c_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.651,0.269,0.01,-1,-1,-1,-1,0.019,0.0032,0.0046,-1,-1,-1,-1,0.00274,0.00121,0.00133,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00423,0.00416,0.985,0.983,0.984,0.981,0.00433,features_D_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.507,0.455,0.022,-1,-1,-1,-1,0.0319,0.0016,0.0008,-1,-1,-1,-1,0.02499,0.0066,0.00433,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00823,0.00845,0.982,0.977,0.981,0.986,0.00773,features_A_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.566,0.415,-1,-1,-1,-1,-1,0.0173,0.0006,-1,-1,-1,-1,-1,0.04201,0.00773,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00795,0.00824,0.986,0.982,0.986,0.984,0.00739,features_Dtot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.588,0.398,-1,-1,-1,-1,-1,0.0237,0.0005,-1,-1,-1,-1,-1,0.04404,0.00739,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00958,0.00963,0.985,0.981,0.987,0.982,0.0095,features_Atot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.56,0.422,0.004,-1,-1,-1,-1,0.0223,0.001,0.0006,-1,-1,-1,-1,0.05257,0.01118,0.0095,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.01716,0.01706,0.986,0.982,0.986,0.983,0.01663,features_atot_UV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.577,0.409,-1,-1,-1,-1,-1,0.0288,0.0012,-1,-1,-1,-1,-1,0.09621,0.01663,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00527,0.00512,0.98,0.983,0.982,0.976,0.00553,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.475,0.493,0.014,-1,-1,-1,-1,0.0264,0.0024,0.002,-1,-1,-1,-1,0.02593,0.0069,0.00553,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,ITIC,0.00577,0.00589,0.975,0.973,0.979,0.975,0.00556,features_XA_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.448,0.51,0.022,-1,-1,-1,-1,0.027,0.003,0.0047,-1,-1,-1,-1,0.02635,0.00766,0.00556,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,ITIC,0.32052,0.28509,0.648,0.714,0.686,0.705,0.2938,JSC_IV,features_XA_UV,features_,0.686,-1,-1,-1,-1,-1,-1,0.0087,-1,-1,-1,-1,-1,-1,0.2938,-1,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,ITIC,0.42569,0.48984,0.972,0.961,0.976,0.977,0.40366,FF_IV,"features_XD_UV, features_A.1.c_UV, features_D.1a.c_UV, features_D.1.c_UV, features_Dtot_UV",features_,0.772,0.133,0.059,0.012,-0.001,-1,-1,0.0148,0.0091,0.0051,0.002,0.0071,-1,-1,1.17975,0.77404,0.48372,0.38678,0.40366,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,ITIC,0.00975,0.01015,0.41,-8.162,0.406,0.521,0.00886,VOC_IV,features_A.1.c_UV,features_,0.406,-1,-1,-1,-1,-1,-1,0.006,-1,-1,-1,-1,-1,-1,0.00886,-1,-1,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,ITIC,0.25744,0.26094,0.851,0.817,0.848,0.901,0.24559,PCE_IV,"features_XA_UV, features_XD_UV, features_A.1.c_UV",features_,0.68,0.155,0.013,-1,-1,-1,-1,0.2531,0.0136,0.0202,-1,-1,-1,-1,0.33246,0.25082,0.24559,-1,-1,-1,-1,D18CL-ITIC,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,PY-IT,0.24856,0.25066,0.93,0.904,0.933,0.915,0.24588,PCE_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.544,0.389,-1,-1,-1,-1,-1,0.023,0.0171,-1,-1,-1,-1,-1,0.61233,0.24588,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,PY-IT,0.90199,0.87995,0.938,0.932,0.94,0.936,0.85065,FF_IV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.623,0.317,-1,-1,-1,-1,-1,0.0248,0.0033,-1,-1,-1,-1,-1,2.1686,0.85065,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,PY-IT,0.38941,0.38743,0.596,0.507,0.616,0.516,0.37234,JSC_IV,"plan_Solutions_1_conc., plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.246,0.37,-1,-1,-1,-1,-1,0.0395,0.0369,-1,-1,-1,-1,-1,0.48723,0.37234,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,D18CL,PY-IT,0.00165,0.00164,0.852,0.838,0.885,0.809,0.00152,VOC_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.723,0.088,0.074,-1,-1,-1,-1,0.011,0.0048,0.0208,-1,-1,-1,-1,0.00238,0.00173,0.00152,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.001,0.00103,0.868,0.868,0.867,0.738,0.00102,features_D.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.519,0.332,0.015,-1,-1,-1,-1,0.0337,0.0223,0.0051,-1,-1,-1,-1,0.00198,0.00112,0.00102,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00051,0.00045,0.995,0.996,0.996,0.995,0.00049,features_D.1a.w_UV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.98,0.013,0.003,-1,-1,-1,-1,0.0011,0.0003,0.0002,-1,-1,-1,-1,0.00104,0.0006,0.00049,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00239,0.00228,0.847,0.826,0.854,0.727,0.00234,features_D.1a.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.51,0.35,-0.006,-1,-1,-1,-1,0.036,0.0074,0.0074,-1,-1,-1,-1,0.00435,0.00253,0.00234,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.03076,0.02837,0.811,0.862,0.826,0.666,0.03009,features_D.2.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.455,0.386,-0.015,-1,-1,-1,-1,0.0311,0.0018,0.0084,-1,-1,-1,-1,0.05591,0.033,0.03009,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00388,0.004,0.952,0.935,0.952,0.944,0.00411,features_A.0.a_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.613,0.33,0.009,-1,-1,-1,-1,0.0141,0.0032,0.0048,-1,-1,-1,-1,0.01081,0.00427,0.00411,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00067,0.00064,0.932,0.937,0.97,0.967,0.00043,features_A.1.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.519,0.362,0.089,-1,-1,-1,-1,0.0288,0.0048,0.0019,-1,-1,-1,-1,0.00174,0.00086,0.00043,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00132,0.0013,0.942,0.944,0.97,0.963,0.00093,features_A.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.682,0.147,0.141,-1,-1,-1,-1,0.0179,0.0173,0.0072,-1,-1,-1,-1,0.00322,0.00237,0.00093,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00066,0.00066,0.948,0.943,0.971,0.902,0.00049,features_A.1a.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.652,0.268,0.051,-1,-1,-1,-1,0.0536,0.005,0.0016,-1,-1,-1,-1,0.00179,0.00081,0.00049,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00071,0.00065,0.929,0.936,0.981,0.975,0.00036,features_A.1a.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.71,0.248,0.023,-1,-1,-1,-1,0.0489,0.0034,0.0174,-1,-1,-1,-1,0.00133,0.00052,0.00036,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.01348,0.01289,0.909,0.91,0.921,0.921,0.01305,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.729,0.159,0.033,-1,-1,-1,-1,0.0152,0.0091,0.0015,-1,-1,-1,-1,0.02223,0.01374,0.01305,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.01523,0.0159,0.89,0.855,0.905,0.875,0.01598,features_A_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.752,0.148,0.005,-1,-1,-1,-1,0.0105,0.0097,0.0132,-1,-1,-1,-1,0.02265,0.01456,0.01598,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.0253,0.02419,0.915,0.901,0.913,0.888,0.02548,features_Dtot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.677,0.241,-0.005,-1,-1,-1,-1,0.0159,0.0072,0.0125,-1,-1,-1,-1,0.04844,0.02638,0.02548,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.02024,0.02097,0.889,0.829,0.893,0.842,0.0206,features_Atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.76,0.133,-1,-1,-1,-1,-1,0.0182,0.0159,-1,-1,-1,-1,-1,0.032,0.0206,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.04644,0.04566,0.9,0.852,0.914,0.894,0.0435,features_atot_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.715,0.197,0.002,-1,-1,-1,-1,0.0173,0.0065,0.0101,-1,-1,-1,-1,0.0782,0.043,0.0435,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00628,0.00611,0.938,0.946,0.941,0.939,0.00612,features_XD_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.647,0.295,-1,-1,-1,-1,-1,0.0232,0.0041,-1,-1,-1,-1,-1,0.01556,0.00612,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,D18CL,PY-IT,0.00647,0.00591,0.934,0.942,0.939,0.92,0.00635,features_XA_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.643,0.296,-1,-1,-1,-1,-1,0.0699,0.0028,-1,-1,-1,-1,-1,0.01548,0.00635,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,PY-IT,0.41329,0.41168,0.539,0.415,0.618,0.614,0.36581,JSC_IV,"features_A.1a.w_UV, features_A.1a.c_UV",features_,0.477,0.141,-1,-1,-1,-1,-1,0.0844,0.0213,-1,-1,-1,-1,-1,0.4439,0.36581,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,PY-IT,1.11026,1.01785,0.906,0.914,0.91,0.923,1.03518,FF_IV,"features_atot_UV, features_Atot_UV, features_D.1a.c_UV",features_,0.911,-0.003,0.003,-1,-1,-1,-1,0.0045,0.0036,0.0021,-1,-1,-1,-1,1.08558,1.0181,1.03518,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,PY-IT,0.00094,0.001,0.952,0.957,0.956,0.971,0.00081,VOC_IV,"features_D_UV, features_XD_UV, features_D.1a.c_UV, features_A.1a.w_UV, features_XA_UV",features_,0.337,0.586,0,0.03,0.004,-1,-1,0.0316,0.0067,0.005,0.0005,0.0045,-1,-1,0.00376,0.00131,0.00119,0.00098,0.00081,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
BestFeatureToIV,D18CL,PY-IT,0.3843,0.37359,0.836,0.831,0.841,0.86,0.33873,PCE_IV,"features_atot_UV, features_A.1a.c_UV",features_,0.83,0.011,-1,-1,-1,-1,-1,0.011,0.0115,-1,-1,-1,-1,-1,0.38646,0.33873,-1,-1,-1,-1,-1,D18CL-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,PY-IT,0.79751,0.76328,0.16,-0.167,0.076,0.014,0.84756,PCE_IV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.076,-1,-1,-1,-1,-1,-1,0.0408,-1,-1,-1,-1,-1,-1,0.84756,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,PY-IT,0.66573,0.77033,0.893,0.424,0.873,0.855,0.70955,FF_IV,"plan_Solutions_1_ann. time, plan_Solutions_1_speed","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.813,0.06,-1,-1,-1,-1,-1,0.0951,0,-1,-1,-1,-1,-1,0.86936,0.70955,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,PY-IT,0.27348,0.89478,0.905,-1.852,0.511,-0.053,0.71804,JSC_IV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.23,0.281,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,0.8203,0.71804,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToIV,PM6,PY-IT,0.00344,0.00322,0.546,0.015,0.548,0.307,0.00321,VOC_IV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.548,-1,-1,-1,-1,-1,-1,0.0406,-1,-1,-1,-1,-1,-1,0.00321,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00134,0.00135,0.824,0.639,0.822,0.585,0.00136,features_D.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc., plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.501,0.205,0.116,-1,-1,-1,-1,0.0283,0.0249,0.0152,-1,-1,-1,-1,0.00242,0.00163,0.00136,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00075,0.00068,-0.004,-0.086,0.012,-0.139,0.0007,features_D.1a.w_UV,plan_Solutions_1_conc.,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.012,-1,-1,-1,-1,-1,-1,0.0609,-1,-1,-1,-1,-1,-1,0.0007,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00191,0.0017,0.22,0.047,0.241,0.085,0.00176,features_D.1a.c_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.241,-1,-1,-1,-1,-1,-1,0.0393,-1,-1,-1,-1,-1,-1,0.00176,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.01476,0.01547,0.833,0.699,0.833,0.758,0.01473,features_D.2.a_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.833,-1,-1,-1,-1,-1,-1,0.0085,-1,-1,-1,-1,-1,-1,0.01473,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00225,0.0023,0.241,-9.9,0.215,0.058,0.00221,features_A.0.a_UV,plan_Solutions_1_ann. time,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.215,-1,-1,-1,-1,-1,-1,0.0422,-1,-1,-1,-1,-1,-1,0.00221,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00093,0.00104,0.119,-0.886,0.056,0.006,0.00103,features_A.1.w_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.072,-0.016,-1,-1,-1,-1,-1,0.0769,0.0528,-1,-1,-1,-1,-1,0.00098,0.00103,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00164,0.00147,0.857,0.818,0.865,0.783,0.00163,features_A.1.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_ann. time, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.689,0.115,0.061,-1,-1,-1,-1,0.0141,0.018,0,-1,-1,-1,-1,0.00237,0.00189,0.00163,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00107,0.00098,0.523,0.55,0.532,0.567,0.00099,features_A.1a.w_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.532,-1,-1,-1,-1,-1,-1,0.0316,-1,-1,-1,-1,-1,-1,0.00099,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00119,0.00116,0.766,0.566,0.776,0.718,0.00126,features_A.1a.c_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.691,0.084,-1,-1,-1,-1,-1,0.0285,0.0149,-1,-1,-1,-1,-1,0.00138,0.00126,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.00795,0.00764,0.878,0.841,0.874,0.891,0.00712,features_D_UV,"plan_Solutions_1_speed, plan_Solutions_1_conc.","plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.785,0.089,-1,-1,-1,-1,-1,0.0185,0.0077,-1,-1,-1,-1,-1,0.01091,0.00712,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
PlanToSpectralParameters,PM6,PY-IT,0.01102,0.00986,0.799,0.89,0.803,0.764,0.00984,features_A_UV,plan_Solutions_1_speed,"plan_Solutions_1_conc., plan_Solutions_1_speed, plan_Solutions_1_ann. time",0.803,-1,-1,-1,-1,-1,-1,0.0118,-1,-1,-1,-1,-1,-1,0.00984,-1,-1,-1,-1,-1,-1,PM6-PY-IT,11,"(11, 1000)",20,2026-04-15_08-47-49_IndividualMaterials,4
